gfsCode,revStreamName,agencyName,companyName,year,payment,paymentUSD
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,South Gobi Black Gould,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,South Gobi Black Gould,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,South Gobi Black Gould,2012,0,0
1421E,Service charges paid to local administration,Not available,South Gobi Black Gould,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,South Gobi Black Gould,2012,16e5,1185.2466424184956
1421E,Service fee for foreign experts and workers,Not available,South Gobi Black Gould,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,South Gobi Black Gould,2012,46572e3,34499.56664419636
1422E,1.3.1 Customs service fee,Customs Office,South Gobi Black Gould,2012,0,0
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,South Gobi Black Gould,2012,0,0
1422E,Stamp fee paid to local budget,Not available,South Gobi Black Gould,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,South Gobi Black Gould,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,South Gobi Black Gould,2012,0,0
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,South Gobi Black Gould,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",South Gobi Black Gould,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",South Gobi Black Gould,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,South Gobi Black Gould,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,South Gobi Black Gould,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,South Gobi Black Gould,2012,0,0
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Southgobi Sands,2012,1649855e3,1222178.1870171046
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Southgobi Sands,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Southgobi Sands,2012,5e7,37038.95757557799
113E,2.2.1 Land fee,Local Department of Taxation,Southgobi Sands,2012,121761e3,90198.01026719903
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Southgobi Sands,2012,2996159e3,2219492.1218137234
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Southgobi Sands,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Southgobi Sands,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Southgobi Sands,2012,14404e3,10670.182898372508
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Southgobi Sands,2012,19413e3,14380.74566829391
114521E,Fee for forestry use and fire wood,Not available,Southgobi Sands,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Southgobi Sands,2012,1436113e3,1063842.5696147208
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Southgobi Sands,2012,21705e4,160786.11483558407
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Southgobi Sands,2012,2895e4,21445.556436259656
1151E,1.1.2 Customs tax,Customs Office,Southgobi Sands,2012,1426693e3,1056864.4300074817
116E,1.6.4 Other (State Budget),Other,Southgobi Sands,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Southgobi Sands,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Southgobi Sands,2012,3090509e3,2289384.6347588394
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Southgobi Sands,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Southgobi Sands,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Southgobi Sands,2012,22597791e3,16739972.443015562
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Southgobi Sands,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Southgobi Sands,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Southgobi Sands,2012,0,0
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Southgobi Sands,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Southgobi Sands,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Southgobi Sands,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Southgobi Sands,2012,0,0
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Southgobi Sands,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Southgobi Sands,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Southgobi Sands,2012,0,0
1421E,Service charges paid to local administration,Not available,Southgobi Sands,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Southgobi Sands,2012,2422789,1794.7515797115404
1421E,Service fee for foreign experts and workers,Not available,Southgobi Sands,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Southgobi Sands,2012,97318e4,720911.4546680198
1422E,1.3.1 Customs service fee,Customs Office,Southgobi Sands,2012,2991189e3,2215810.449430711
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Southgobi Sands,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Southgobi Sands,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Southgobi Sands,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Southgobi Sands,2012,57311e3,42454.793952279004
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Southgobi Sands,2012,21832e3,16172.690435800374
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Southgobi Sands,2012,4904e3,3632.7809590126894
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Southgobi Sands,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Southgobi Sands,2012,7866e3,5826.968805789929
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Southgobi Sands,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Southgobi Sands,2012,10552e3,7816.701606749979
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Centerta Gold Mongolia,2012,0,0
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Centerta Gold Mongolia,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Centerta Gold Mongolia,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Centerta Gold Mongolia,2012,23504e3,17411.273177127703
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Centerta Gold Mongolia,2012,4393e3,3254.2428125902825
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Centerta Gold Mongolia,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Centerta Gold Mongolia,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Centerta Gold Mongolia,2012,8367e3,6198.099160697221
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Centerta Gold Mongolia,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Centerta Gold Mongolia,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Centerta Gold Mongolia,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Centerta Gold Mongolia,2012,11e5,814.8570666627159
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Centerta Gold Mongolia,2012,5421e3,4015.7637803441658
1151E,1.1.2 Customs tax,Customs Office,Centerta Gold Mongolia,2012,2092e3,1549.7099849621832
116E,1.6.4 Other (State Budget),Other,Centerta Gold Mongolia,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Centerta Gold Mongolia,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Centerta Gold Mongolia,2012,277183e3,205331.38755342868
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Centerta Gold Mongolia,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Centerta Gold Mongolia,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Centerta Gold Mongolia,2012,0,0
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Centerta Gold Mongolia,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Centerta Gold Mongolia,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Centerta Gold Mongolia,2012,0,0
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Centerta Gold Mongolia,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Centerta Gold Mongolia,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Centerta Gold Mongolia,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Centerta Gold Mongolia,2012,0,0
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Centerta Gold Mongolia,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Centerta Gold Mongolia,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Centerta Gold Mongolia,2012,0,0
1421E,Service charges paid to local administration,Not available,Centerta Gold Mongolia,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Centerta Gold Mongolia,2012,17712192,13120.822561169838
1421E,Service fee for foreign experts and workers,Not available,Centerta Gold Mongolia,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Centerta Gold Mongolia,2012,473336e3,350637.4404598757
1422E,1.3.1 Customs service fee,Customs Office,Centerta Gold Mongolia,2012,19e4,140.74803878719638
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Centerta Gold Mongolia,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Centerta Gold Mongolia,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Centerta Gold Mongolia,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Centerta Gold Mongolia,2012,337e4,2496.4257405939566
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Centerta Gold Mongolia,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Centerta Gold Mongolia,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Centerta Gold Mongolia,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Centerta Gold Mongolia,2012,324e3,240.01244508974537
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Centerta Gold Mongolia,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Centerta Gold Mongolia,2012,116999e3,86670.41994770098
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Coal,2012,33676e4,249464.78706303288
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Coal,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Coal,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Coal,2012,6e6,4444.674909069359
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Coal,2012,22446e3,16627.52883482847
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Coal,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Coal,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Coal,2012,0,0
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Coal,2012,0,0
